Title,Number,Abbreviation,AvgWorkloadRating,AvgDifficultyRating,AvgUtilityRating
Qualitative Methods,69300,POL,0,0,0
Pol Of Capital & Labor,69300,SOC,0,0,0
Spatial Capture Recap Methods,69300,FNR,0,0,0
P2P: Paper To Publication,69300,POL,0,0,0
Rhetoric & Politics,69300,POL,0,0,0
Interdisciplinary Internship/Practicum,69300,GRAD,0,0,0
Dynamics Soc Econ&Tech Sys,69300,POL,0,0,0
Von Neumann Algebras,69300,MA,0,0,0
Advanced Intern Project,69300,ECE,0,0,0
Microlocal Analysis,69300,MA,0,0,0
Historical Problems In Art Education,69300,AD,0,0,0
P2P Paper To Publication,69300,POL,0,0,0
Molecular Mechanisms Of Signal Transduction,69300,BCHM,0,0,0
Topics In Analysis,69300,MA,0,0,0
Professional Practice Graduate Co-Op III,69399,ENGR,0,0,0
Innate Lymphoid Cells,69400,CPB,0,0,0
Intro Ginzburgh-Landau Eq,69400,MA,0,0,0
Intestinal Immunology,69400,CPB,0,0,0
Cancer Immunotherapy,69400,CPB,0,0,0
Introductory Foods And Nutrition Seminar,69400,NUTR,0,0,0
Gamma T Delta Cells,69400,CPB,0,0,0
Introductory Foods And Nutrition Seminar,69400,FN,0,0,0
Elementary Transition To Teaching Student Teaching/Internship,69400,EDCI,0,0,0
Inflammasomes,69400,CPB,0,0,0
Graduate Research Training,69400,ABE,0,0,0
Electrical And Computer Engineering Seminar,69400,ECE,0,0,0
Rough Paths Theory,69400,MA,0,0,0
Inflammation And Cancer,69400,CPB,0,0,0
Topics In Differential Equations,69400,MA,0,0,0
Imaging Studies In Immunology,69400,CPB,0,0,0
Autophagy & The Immune System,69400,CPB,0,0,0
Intern In Educational Administration: Building Administrator,69400,EDST,0,0,0
Professional Practice Graduate Co-Op IV,69499,ENGR,0,0,0
Curricular Practical Training,69500,COM,0,0,0
Data Visualization,69500,STAT,0,0,0
Serv Lrn Mentor Tchg Expr EPCS,69500,ENE,0,0,0
Cognitive Devices,69500,ENE,0,0,0
Princ And Mthds Of Nanofabcatn,69500,ECE,0,0,0
Modern Data Center Systems,69500,ECE,0,0,0
Need Title,69500,STAT,0,0,0
Hybrid Systems: Theory & Anlys,69500,ECE,0,0,0
Internship Science Education,69500,EDCI,0,0,0
Inernship In Education,69500,EDCI,0,0,0
Seminar In Epidemiology,69500,CPB,0,0,0
Reg Gene Exp Eukary II,69500,BCHM,0,0,0
Intro Grad Research,69500,ECE,0,0,0
Advanced VLSI Design,69500,ECE,0,0,0
Nuclear Power In The US,69500,POL,0,0,0
Internship Analytic Techniques,69500,EDST,0,0,0
Internship In Education,69500,EDCI,0,0,0
Ind American Politics Research,69500,POL,0,0,0
Intrn:Ldrshp Cmty Coll,69500,EDST,0,0,0
Critical Literature Analysis,69500,BME,0,0,0
Global Feminism Womens Mvmnts,69500,POL,0,0,0
Seminar,69500,FN,0,0,0
Mentored Teaching In Engr,69500,ENE,0,0,0
Intrnship Ed Policy&Dec Making,69500,EDST,0,0,0
Nanometer Scale Pattrn & Proc,69500,ECE,0,0,0
Misuse Of Phylogenetic Trees,69500,BIOL,0,0,0
Theories Of Citizenship,69500,POL,0,0,0
Res Experience For Teachers,69500,BIOL,0,0,0
Relblty Physics Nano Transist,69500,ECE,0,0,0
Grad Prof Practice,69500,ENE,0,0,0
Succeeding As  Engr Prof,69500,ENE,0,0,0
Seminar In Mathematical Statistics,69500,STAT,0,0,0
Advanced Quantitative Methods,69500,ENE,0,0,0
Sparse Reps Signal Recovery,69500,STAT,0,0,0
Harnesng Eng Exptse Industry,69500,ENE,0,0,0
Horticulture Seminar,69500,HORT,0,0,0
Bayesian Nonparametrics,69500,STAT,0,0,0
Intern Educ Research Consult,69500,EDPS,0,0,0
Plant Cell Wall Polysacch Syn,69500,BIOL,0,0,0
Electrmag&Electrmech Cmpon Dsg,69500,ECE,0,0,0
Ed Seminar For Life Sciences,69500,BIOL,0,0,0
Thry Dev & Engr Think,69500,ENE,0,0,0
Macromolecules,69500,BCHM,0,0,0
Polymers Pharma&Biol Systms,69500,BME,0,0,0
Optical Processes In Solids,69500,ECE,0,0,0
Probabilistic Methods In Geotechnical Engineering,69500,CE,0,0,0
Fault Tolerant Comp Sys Dsgn,69500,ECE,0,0,0
Frontiers In Biophotonics,69500,BME,0,0,0
Plant Physiology And Bioinform,69500,BIOL,0,0,0
Service Learning,69500,ENE,0,0,0
Written Comm ECE Grad Students,69500,ECE,0,0,0
Theortcl Mthds Nonophotonics,69500,ECE,0,0,0
Mechanobiology,69500,BME,0,0,0
Applied Stat Biomed Literature,69500,BME,0,0,0
Educational Methds Engineering,69500,ENE,0,0,0
Visual Ecology,69500,BIOL,0,0,0
Ecological Wastewater Design,69500,BIOL,0,0,0
Inference Methods Codes Graphs,69500,ECE,0,0,0
Crit Res Review In Bio Ed Res,69500,BIOL,0,0,0
Intro To Graduate Research,69500,ECE,0,0,0
Conceptual Change Theory,69500,ENE,0,0,0
Sem Inorganic Chem,69500,CHM,0,0,0
Analytic Project In Sociology,69500,SOC,0,0,0
Num Simul Electoptc Energy Sys,69500,ECE,0,0,0
Curli 0157 Attachment,69500,BIOL,0,0,0
Origin Of Species,69500,BIOL,0,0,0
Internship In Education,69500,EDST,0,0,0
Graduate Professional Practice,69500,TECH,0,0,0
Cohort Analysis Research,69500,POL,0,0,0
Internship Learn Environments,69500,EDST,0,0,0
System-On-Chip Design,69500,ECE,0,0,0
Teaching Preservice Teachers,69500,EDCI,0,0,0
Strategic Communicatn Workshop,69500,CHM,0,0,0
Special Assignments,69500,BIOL,0,0,0
Chemical Educ Seminar,69500,CHM,0,0,0
Ldr Pol & Chng STEM Ed,69500,ENE,0,0,0
Cur Tpcs Cancer Biology,69500,BIOL,0,0,0
Bioanalyticl Mass Spectrometry,69500,BME,0,0,0
Mixed Methds In Engineering Ed,69500,ENE,0,0,0
Internship - Business Mgmt,69500,EDST,0,0,0
Directed Reading And Research Topics,69500,POL,0,0,0
Internship In Teaching,69500,EDCI,0,0,0
Visualizing Large Complex Data,69500,STAT,0,0,0
Power Electronc Convtrs & Syst,69500,ECE,0,0,0
Foundations Of K-12 ENGR,69500,ENE,0,0,0
Structural Biol Rsrch Seminar,69500,BIOL,0,0,0
Advanced Seminar,69500,PHYS,0,0,0
Pwr Electrnc Convertrs & Syst,69500,ECE,0,0,0
Data Mining In Health Care,69500,BME,0,0,0
Sem Analytical Chem,69500,CHM,0,0,0
Nanophotonics & Metamaterials,69500,ECE,0,0,0
Wireless Communicatn Networks,69500,ECE,0,0,0
Engr Education Inquiry,69500,ENE,0,0,0
Advanced Game Theory,69500,POL,0,0,0
Transntl Soc Mvmnt & Intl Gov,69500,POL,0,0,0
Readings In Neuroscience,69500,BIOL,0,0,0
Intern Ed Policy,69500,EDST,0,0,0
Sox9 Transgenic Mice,69500,BIOL,0,0,0
Fund Large-Scale Data Analysis,69500,STAT,0,0,0
Crowd-powered Systems,69500,ECE,0,0,0
Amphibian Disease Ecology,69500,BIOL,0,0,0
High-Speed Semicondctr Devices,69500,ECE,0,0,0
Social Capital And Movements,69500,POL,0,0,0
Operation Of Modern Power Sys,69500,ECE,0,0,0
Data Mgmt For Life Sciences,69500,BCHM,0,0,0
Introductn To Visual Analytics,69500,ECE,0,0,0
Recent Dev In Bays Anlys,69500,STAT,0,0,0
Microscopy For Life Scientists,69500,BIOL,0,0,0
STEM Goes Rural Internship,69500,EDCI,0,0,0
Adv Molecular Virology,69500,BIOL,0,0,0
Oper Sys Design&Implementation,69500,ECE,0,0,0
Induced Damage In Pancreatitis,69500,BIOL,0,0,0
New Assess Tool Biol Classes,69500,BIOL,0,0,0
Life After Grad School,69500,CHM,0,0,0
Practicum In Gifted Ed,69500,EDPS,0,0,0
Intro Grad Careers In Biochem,69500,BCHM,0,0,0
AMST Serv/Learn Intern,69500,AMST,0,0,0
Identity And Consciousness,69500,POL,0,0,0
Amst Serv Learn Intern,69500,AMST,0,0,0
Bayesian Data Analysis,69500,STAT,0,0,0
Mentored Teaching In Eng,69500,ENE,0,0,0
Research In Neuroscience,69500,BIOL,0,0,0
Dev Math Teacher Education,69500,EDCI,0,0,0
Biomedical Fluid Dynamics,69500,BME,0,0,0
Internship Business Mgmt,69500,EDST,0,0,0
Regulation Of Gene Expression,69500,BCHM,0,0,0
Dir Ex Needs-Dist Lev Admin,69500,EDST,0,0,0
Internship-Lrshp Comm Collab,69500,EDST,0,0,0
Competency Assessment Dev,69500,EDCI,0,0,0
Intro Grad Research In Biochem,69500,BCHM,0,0,0
Research In ENE,69500,ENE,0,0,0
Behavioral Research Design,69500,CSR,0,0,0
American Studies Service Learning/Internship,69500,AMST,0,0,0
Struc & Dyn Large-Scale Ntwks,69500,ECE,0,0,0
Auditory Neuroscience,69500,BIOL,0,0,0
High Perf Comput Data Analysis,69500,STAT,0,0,0
Phylogenetic Trees,69500,BIOL,0,0,0
International Conflict,69500,POL,0,0,0
Cellular Neurobiology,69500,BIOL,0,0,0
Amst Serv/Learn Intern,69500,AMST,0,0,0
School Counsel Intern,69500,EDPS,0,0,0
Data Sci Meth Prac And Apps,69500,ENE,0,0,0
Digital Image Proc II,69500,BME,0,0,0
Advanced Topics In Electrical And Computer Engineering,69500,ECE,0,0,0
Engineering Education,69500,ENE,0,0,0
Placement Seminar,69500,POL,0,0,0
Microeconomics III,69500,POL,0,0,0
Stoch Mdl Wth Pt & Jmp Process,69500,STAT,0,0,0
Mobile Computing Systems,69500,ECE,0,0,0
Polymers Biomed&Pharm Systems,69500,BME,0,0,0
Sparse Reps & Signal Recovery,69500,ECE,0,0,0
Internship District Level,69500,EDST,0,0,0
Structl Views Isoprenoid Pthwy,69500,BIOL,0,0,0
Research In P12 Engineering,69500,ENE,0,0,0
Modeling Evolutionary Trees,69500,BIOL,0,0,0
Seminar,69500,NUTR,0,0,0
Zebrafish Heart Development,69500,BIOL,0,0,0
Intro In Research In EEB,69500,BIOL,0,0,0
The R Language,69500,STAT,0,0,0
Smooth Spline ANOVA,69500,STAT,0,0,0
Cardiovascular BME & Imaging,69500,BME,0,0,0
Spcl Lectures Neuroscience,69500,BIOL,0,0,0
Fungal Genetics,69500,BIOL,0,0,0
Research PHD Thesis,69500,EDCI,0,0,0
Avian Visual Ecology,69500,BIOL,0,0,0
Structural Biol Research Sem,69500,BIOL,0,0,0
Function Est Penalty Smoothing,69500,STAT,0,0,0
Modls&Modeling Perspective ENE,69500,ENE,0,0,0
Human-Computer Interaction,69500,ECE,0,0,0
Pathways,69500,BCHM,0,0,0
Qntm & Topo Effects Phot&Phon,69500,ECE,0,0,0
Succeeding As Engr Professor,69500,ENE,0,0,0
Electron Microsocopy Of Virus,69500,BIOL,0,0,0
Intern:Transfrm Ldrshp,69500,EDST,0,0,0
Cohr Optcs Quant Elect,69500,ECE,0,0,0
Sem Physical Chem,69500,CHM,0,0,0
Sem Organic Chem,69500,CHM,0,0,0
Measurement,69500,BME,0,0,0
Prot Mass Spec & Prot,69500,BCHM,0,0,0
Sem Biochem,69500,CHM,0,0,0
"Gender, Race & Class",69500,ENE,0,0,0
Climate Change And Plant Pheny,69500,BIOL,0,0,0
Mathematical Statistics Sem,69500,STAT,0,0,0
Radio Freq Intgrd Circuits,69500,ECE,0,0,0
Reliablty Phys Nanoelect Trans,69500,ECE,0,0,0
Teaching & Resrch In Chemistry,69500,CHM,0,0,0
Nonparemetrics & Machine Learn,69500,STAT,0,0,0
Practicum In GT Publishing,69500,EDPS,0,0,0
Optomechs How Lt Impcts Mechs,69500,ECE,0,0,0
Sem Biochemistry,69500,CHM,0,0,0
Reglrztion In Hi Dim Stats,69500,STAT,0,0,0
High Dimensional Data Analysis,69500,STAT,0,0,0
Financial Engineering,69500,ECE,0,0,0
Intro To Grad Research,69500,ECE,0,0,0
R/RHIPE/Hadoop,69500,STAT,0,0,0
Semr On Teaching And Learning,69500,POL,0,0,0
Development & Disease Study,69500,BIOL,0,0,0
Wireless Gesture Control Desig,69500,ECE,0,0,0
Sem Anlytcl Chem,69500,CHM,0,0,0
Asymp Stat & Empr Prcs,69500,STAT,0,0,0
Intro To R And Bioconductor,69500,BCHM,0,0,0
Visual Perception In Mice,69500,BIOL,0,0,0
Clinical Opt: Theory/Applic,69500,BME,0,0,0
EM Radiation And Behavior,69500,BIOL,0,0,0
Pwr Electrncs Cnvrtrs And Syst,69500,ECE,0,0,0
"Bus Anly, Stat Mdls, & Csl Inf",69500,STAT,0,0,0
Agronomy Graduate Seminar,69600,AGRY,0,0,0
Fault Tolerant Research,69600,ECE,0,0,0
Soc Prototyping,69600,ECE,0,0,0
Adaptive Power Management,69600,ECE,0,0,0
Deep Learning Applications,69600,ECE,0,0,0
Computational Photo Aesthetics,69600,ECE,0,0,0
Dev Of Hybrid Optimization Alg,69600,ECE,0,0,0
Solid State Lighting,69600,ECE,0,0,0
Internship In Counseling Psychology,69600,EDPS,0,0,0
Nonlinr Optcs Molec Assemblies,69600,CHM,0,0,0
Teacher In Fiction And Film,69600,ENGL,0,0,0
SiC Electrochemical Etching,69600,ECE,0,0,0
Power Aware Physical Design,69600,ECE,0,0,0
Seminar In Language Arts,69600,ENGL,0,0,0
Data Center Spark & Hadoop Sys,69600,ECE,0,0,0
Chemistry Of Polymers,69600,CHM,0,0,0
Old Saxon,69600,ENGL,0,0,0
PMSM MIMO Control In HA Washer,69600,ECE,0,0,0
Mobile Appl Development II,69600,ECE,0,0,0
Enzymes As Drug Targets,69600,BIOL,0,0,0
Software Design Project,69600,ECE,0,0,0
Scholarly Writing Publishing,69600,ENGL,0,0,0
Membrane Transporters,69600,BIOL,0,0,0
Stem Cells And Disease,69600,BIOL,0,0,0
Graduate Seminar,69600,ABE,0,0,0
HW Accelerator Design For CNNs,69600,ECE,0,0,0
Soc Design & Fabrication,69600,ECE,0,0,0
Ecology & Evol Seminar,69600,BIOL,0,0,0
EM Implantable Microactuators,69600,ECE,0,0,0
Seminar In Pharmacy Administration,69600,PHAD,0,0,0
Visual Analytics Techniques,69600,ECE,0,0,0
Graphene Nano-Contact Study,69600,ECE,0,0,0
Analytical Biochem,69600,CHM,0,0,0
Aspct Drg Des&Med Chem,69600,CHM,0,0,0
BioNanotechnology,69600,CHM,0,0,0
Teaching Bodies,69600,ENGL,0,0,0
Seminar,69600,HSCI,0,0,0
Embedded Systems Project,69600,ECE,0,0,0
Analog Circuit Design,69600,ECE,0,0,0
Theory And Popular Culture,69600,ENGL,0,0,0
Topological Insulators,69600,ECE,0,0,0
High Perf Comp Nano Modeling,69600,ECE,0,0,0
Stegatone Perf Char,69600,ECE,0,0,0
Thermal Modeling Of Motors II,69600,ECE,0,0,0
Advanced Electrical Engineering Projects,69600,ECE,0,0,0
Flash Memory Characterization,69600,ECE,0,0,0
Soc Prototyping & Verif,69600,ECE,0,0,0
Coherent Stacked DRAM Caches,69600,ECE,0,0,0
Near Zero Power Receiver,69600,ECE,0,0,0
Lidar Video Integration,69600,ECE,0,0,0
Visual Semantic Analysis,69600,ECE,0,0,0
Capacitive Tangible Pucks,69600,ECE,0,0,0
High Efficiency RF Design II,69600,ECE,0,0,0
Embedded Appl Development,69600,ECE,0,0,0
Aesthetic Development In Children,69600,AD,0,0,0
Nature Of Sci Disc Discussion,69600,BIOL,0,0,0
Structural Biology Seminar,69600,BIOL,0,0,0
Design And Testing Of TMR Asic,69600,ECE,0,0,0
Humn Actvty Anly 3D Depth Snsr,69600,ECE,0,0,0
Wireless Communications,69600,ECE,0,0,0
Consensus Problem,69600,ECE,0,0,0
Temporal Data Mining,69600,ECE,0,0,0
Taurus Dexterous Robot,69600,ECE,0,0,0
Detection/Prevention Of MTBI,69600,ECE,0,0,0
Software Arch For IoT Systems,69600,ECE,0,0,0
Power Gate Drive Circuits,69600,ECE,0,0,0
Structural Seminar,69600,BIOL,0,0,0
Pwr Elec For Hybrid Elec Veh,69600,ECE,0,0,0
HW Accelerator For Neural Ntwk,69600,ECE,0,0,0
Advanced Professional Internship,69600,ME,0,0,0
BioNantechnology,69600,CHM,0,0,0
Object Storage For NAND Flash,69600,ECE,0,0,0
Cavity Filter Research,69600,ECE,0,0,0
Nanoelectronic Modeling,69600,ECE,0,0,0
IOP Sensing ASIC Design,69600,ECE,0,0,0
Irregular Compilers Research,69600,ECE,0,0,0
Rt Simulation Of Converters,69600,ECE,0,0,0
Introduction To Physics Research,69600,PHYS,0,0,0
LED Lighting Systems,69600,ECE,0,0,0
Mobile Storage Research,69600,ECE,0,0,0
RT Simulation Of Power Systems,69600,ECE,0,0,0
Global Change Ecology Seminar,69600,BIOL,0,0,0
Tennis Visualization,69600,ECE,0,0,0
Adv Project For AR In Surgery,69600,ECE,0,0,0
"Seminar In Neurobiology, Endocrinology, And Behavior",69600,PSY,0,0,0
Nanoscale Heat Flow With Spice,69600,ECE,0,0,0
Seminar In Industrial And Physical Pharmacy,69600,IPPH,0,0,0
Dev And Disease Seminar,69600,BIOL,0,0,0
Thermal Modeling Of Motors,69600,ECE,0,0,0
Computational Organic Chem,69600,CHM,0,0,0
Integrated Boost Conv In CMOS,69600,ECE,0,0,0
Ethics: Life & Research Labs,69600,BIOL,0,0,0
Sem Ecol & Popul Biol,69600,BIOL,0,0,0
Drain Pump Sensorless Control,69600,ECE,0,0,0
Pseudo Random Algorithms,69600,ECE,0,0,0
Computational & Sys Biology,69600,BIOL,0,0,0
Chalcogenide Materials,69600,ECE,0,0,0
Chemical Separations,69600,CHM,0,0,0
Parallel Programming Hub II,69600,ECE,0,0,0
Reconfig Embedded H/W Arch,69600,ECE,0,0,0
Time Freq Seperation Analysis,69600,ECE,0,0,0
Nuclear Engineering Seminar,69600,NUCL,0,0,0
Image Quality Assessment,69600,ECE,0,0,0
High Voltage Magnetic Comp,69600,ECE,0,0,0
Wheelchair Control,69600,ECE,0,0,0
Implantable Devices,69600,BME,0,0,0
Dryer End Of Cycle Detection,69600,ECE,0,0,0
Modeling Of Converters,69600,ECE,0,0,0
MRI In Neurotrauma,69600,ECE,0,0,0
Parallel Searching Game Trees,69600,ECE,0,0,0
The Bakhtin Seminar,69600,ENGL,0,0,0
Lang Complex Adap Sys,69600,ENGL,0,0,0
Image Analysis,69600,ECE,0,0,0
Multi Tasking Embedded System,69600,ECE,0,0,0
Lang Change And Tech Of Comm,69600,ENGL,0,0,0
Brain Impedance Interfaces,69600,ECE,0,0,0
Fault Tolerant Systems,69600,ECE,0,0,0
Est Toner Usage With Printers,69600,ECE,0,0,0
Opt Probes For Bio Microscopy,69600,CHM,0,0,0
Ctrl Of Electromechanical Sys,69600,ECE,0,0,0
Automated Reasoning,69600,ECE,0,0,0
Organoborane Chemistry,69600,CHM,0,0,0
Image Processing Research,69600,ECE,0,0,0
Autonomous Aerial Vehicle,69600,ECE,0,0,0
Seminar In Medicinal Chemistry And Molecular Pharmacology,69600,MCMP,0,0,0
Digital Color Imaging Systems,69600,ECE,0,0,0
Force Ctrl For Ledder Climbing,69600,ECE,0,0,0
Asic Design Verification,69600,ECE,0,0,0
Patch Clamp Amplifier,69600,ECE,0,0,0
Obj Tracking By W/L Camera N/W,69600,ECE,0,0,0
Structural Biology,69600,BIOL,0,0,0
Bench To Bedside,69600,CHM,0,0,0
Rf Simulations,69600,ECE,0,0,0
Modern Data Center App & Sys,69600,ECE,0,0,0
Visualization Research,69600,ECE,0,0,0
Ntr Of Sci Dscvry Discussion,69600,BIOL,0,0,0
Mobile Image Processing,69600,ECE,0,0,0
Academic Training Biomolec Eng,69600,BME,0,0,0
Ves Traf& Signal Hlth& Disease,69600,BIOL,0,0,0
European Modernism,69600,ENGL,0,0,0
Information Visualization,69600,ECE,0,0,0
Hot Topics In Biochemistry,69600,CHM,0,0,0
Embedded System Project,69600,ECE,0,0,0
Prot Struc-Func Exp & Comput,69600,BIOL,0,0,0
Deduplication In Mobile Ntw,69600,ECE,0,0,0
The Icelandic Saga,69600,ENGL,0,0,0
Nanophotonics II,69600,ECE,0,0,0
Realizing Doped SC Dual Switch,69600,ECE,0,0,0
Mobile Systems Management,69600,ECE,0,0,0
Readings In Aud Neuroscience,69600,BME,0,0,0
X-Ray Crystallography,69600,CHM,0,0,0
Realizing SC Dual Switch II,69600,ECE,0,0,0
Postmodern Blackness,69600,ENGL,0,0,0
Electronic Switching In Pcm,69600,ECE,0,0,0
Visual Analytics Applications,69600,ECE,0,0,0
Shared Memory Architecture,69600,ECE,0,0,0
Dev & Disease Research Seminar,69600,BIOL,0,0,0
SiC Super Juction Devices,69600,ECE,0,0,0
SOC Verification,69600,ECE,0,0,0
Soc Ip Design,69600,ECE,0,0,0
Archival Theory & Practice,69600,ENGL,0,0,0
Nanophotonics,69600,ECE,0,0,0
Software Defined Networking,69600,ECE,0,0,0
Energy Efficient Bldg Control,69600,ECE,0,0,0
Humanoid Robot Control,69600,ECE,0,0,0
Topics In Complex Geometry,69600,MA,0,0,0
Bionanotechnology,69600,CHM,0,0,0
Human Computer Interaction,69600,ECE,0,0,0
Optimization For Machine Learn,69600,ECE,0,0,0
Introduction To Thin Film Elec,69600,ECE,0,0,0
Heritage Language Acq & Tchng,69600,ENGL,0,0,0
Fast Volume Integral Solvers,69600,ECE,0,0,0
Spice Analysis Of TE Devices,69600,ECE,0,0,0
Seminar In Neuroscience,69600,BIOL,0,0,0
Ultracap Energy Harvesting,69600,ECE,0,0,0
Topics Differential Geometry,69600,MA,0,0,0
Chemical Biology,69600,CHM,0,0,0
Metrics For Nano Flash Health,69600,ECE,0,0,0
Micrbes Hijack Host Cytoskel,69600,BIOL,0,0,0
Advanced Biomedical Engineering Projects,69600,BME,0,0,0
Seminar In Pharmacy,69600,CLPH,0,0,0
Mobile Visual Analytics,69600,ECE,0,0,0
Soc Bus Prototyping,69600,ECE,0,0,0
Inert Navig Thro Opt Techn,69600,ECE,0,0,0
Research In Soc Design,69600,ECE,0,0,0
Electric Vehicle Analysis,69600,ECE,0,0,0
Mobile Imaging Applications,69600,ECE,0,0,0
IC Device Char Lab,69600,ECE,0,0,0
Curv Dim Ineq Riemann Geom,69600,MA,0,0,0
3D Spintronic Memory Devices,69600,ECE,0,0,0
Grnd Trth Lbling Of Intr Spces,69600,ECE,0,0,0
Digital Design For TMR ASIC,69600,ECE,0,0,0
Algorithmic Gardener,69600,ECE,0,0,0
FPGA Correlation Sgnl Process,69600,ECE,0,0,0
DC-DC Boost Convt In CMOS,69600,ECE,0,0,0
Tada Android Development,69600,ECE,0,0,0
Graduate Professional Practice,69600,IE,0,0,0
Topics In Geometry,69600,MA,0,0,0
ECE Education Projects,69600,ECE,0,0,0
Visualization Technique,69600,ECE,0,0,0
High Finesse Optical Cavity,69600,ECE,0,0,0
Low Temperature RF Systems,69600,ECE,0,0,0
Emerging WPA Identities,69600,ENGL,0,0,0
Anlytcl Reasoning Using Data,69600,ECE,0,0,0
Power Switch Design,69600,ECE,0,0,0
Image Quality,69600,ECE,0,0,0
Communications Standards Anly,69600,ECE,0,0,0
Cat Mthd & Mechnms In Org Syn,69600,CHM,0,0,0
Multi Agent Coordination,69600,ECE,0,0,0
Digital Audio Restoration,69600,ECE,0,0,0
Parallel Programming Hub,69600,ECE,0,0,0
Reading The Midwest,69600,ENGL,0,0,0
X-Ray Crystalography,69600,CHM,0,0,0
Unflattening Texts:  Words-Pix,69600,ENGL,0,0,0
Multibit Flip Flop Optimizatio,69600,ECE,0,0,0
Chicago Renaissance,69600,ENGL,0,0,0
Seminar In Nuclear Pharmacy,69600,NUPH,0,0,0
Color Fading Detection,69600,ECE,0,0,0
Modern Data Center App & Systs,69600,ECE,0,0,0
Multi Objective Optimization,69600,ECE,0,0,0
Topics In Green Chem& Sustblty,69600,CHM,0,0,0
Archival Theory & Prac,69600,ENGL,0,0,0
Low Power Image Recognition,69600,ECE,0,0,0
Between Essay & Narrative,69600,ENGL,0,0,0
GPS Based Aset Tracking,69600,ECE,0,0,0
SOC Verification Flow,69600,ECE,0,0,0
Transport In Graphene Nanowire,69600,ECE,0,0,0
Three D Recons Of Trees,69600,ECE,0,0,0
MPI Adaptive Scalable Tagmatch,69600,ECE,0,0,0
Network Interface Architecture,69600,ECE,0,0,0
3D Computer Vision,69600,ECE,0,0,0
IP Design For SOC,69600,ECE,0,0,0
Networking Research,69600,ECE,0,0,0
Baldwin Black Free Struggle,69600,ENGL,0,0,0
Efficient PHEV Charging,69600,ECE,0,0,0
Neuflow,69600,ECE,0,0,0
Human Robot Co Learning,69600,ECE,0,0,0
PECVD SIxNy Characterization,69600,ECE,0,0,0
Measurements Of Mosfets Noise,69600,ECE,0,0,0
Photonics Research,69600,ECE,0,0,0
CAD For Mems,69600,ECE,0,0,0
3D Spintronics Memory,69600,ECE,0,0,0
Research In Healthcare Systems,69600,BME,0,0,0
Neuromorhhic Nanoscale Devices,69600,ECE,0,0,0
Advs Proteomics Metabolomics,69600,CHM,0,0,0
Current Topic Climate Chng Res,69600,BIOL,0,0,0
Appl Of Computer Vision,69600,ECE,0,0,0
X-Ray CT Modeling & Algorithms,69600,ECE,0,0,0
Disease Ecology And Evolution,69600,BIOL,0,0,0
Visual Ecology Seminar,69600,BIOL,0,0,0
Quantum Info & Comp,69600,CHM,0,0,0
Appl Of Hybrid Systems In HEV,69600,ECE,0,0,0
Mtls Des&Perform Drug Del,69600,CHM,0,0,0
Women And Modernity,69600,ENGL,0,0,0
Pop Culture,69600,ENGL,0,0,0
Fundamentals Of Nanelectronics,69600,ECE,0,0,0
Emerging Biophysical Tech,69600,BIOL,0,0,0
Irregular Algorithms On GPUS,69600,ECE,0,0,0
Development & Disease Seminar,69600,BIOL,0,0,0
System On Chip Prototyping,69600,ECE,0,0,0
Writng Publish& Prof Devlpmnt,69600,ENGL,0,0,0
Professional Practice Graduate Internship,69699,ENGR,0,0,0
Biomedical Microdevices,69700,ECE,0,0,0
Qualitative Research Methods In Technology Studies,69700,TECH,0,0,0
Security In Cyber Physical Sys,69700,ECE,0,0,0
Naturl Convection Heat Transfr,69700,MSE,0,0,0
Surf & Interf Crystal Matls,69700,MSE,0,0,0
Advanced Topics In AI,69700,CHE,0,0,0
Polymer Engineering,69700,CHE,0,0,0
EVM RF Sensitivity Analysis,69700,ECE,0,0,0
Plasma Diagnos Instrum & Desgn,69700,NUCL,0,0,0
Protein Engineering,69700,CHE,0,0,0
Microfluidics Research,69700,ME,0,0,0
Spec Topics Nonlinear Dynamics,69700,ME,0,0,0
Modeling Economic Data For Con,69700,ECE,0,0,0
Chem Engr Teaching Experience,69700,CHE,0,0,0
Systems Optimization In ChE,69700,CHE,0,0,0
Matls Engr Teach Exper,69700,MSE,0,0,0
Research Interface Engr,69700,CHE,0,0,0
Computatnl Fracture Mechancics,69700,ME,0,0,0
Wireless Comm Mimo Ofdm,69700,ECE,0,0,0
Pulsed Power Sci And Tech,69700,NUCL,0,0,0
Mult-Phs&Fuel Cell Res,69700,NUCL,0,0,0
Clinical Psychology Internship,69700,PSY,0,0,0
Trans In Percolation Networks,69700,ECE,0,0,0
Satellite Photogrammtry,69700,CE,0,0,0
Advanced Asphalt Binders,69700,CE,0,0,0
Tem Prjct Globly Sustn Elctrns,69700,MSE,0,0,0
Non-metallic Materials Eval,69700,MSE,0,0,0
Individual Study,69700,ECE,0,0,0
Adv Tpc Reactor Sty II,69700,NUCL,0,0,0
Interfacial Phenomena,69700,CHE,0,0,0
Adv Modeling Of Transpo Sys,69700,CE,0,0,0
Adv Engine Efficiency Modeling,69700,ME,0,0,0
Materls Engr Teach Experience,69700,MSE,0,0,0
IP Landscaping,69700,CHE,0,0,0
Adv Tpcs/Reaction Engr,69700,CHE,0,0,0
Non Metallic Material Eval,69700,MSE,0,0,0
Adv Topic/Reaction Engineering,69700,CHE,0,0,0
Process Sys Engineering Semnr,69700,CHE,0,0,0
