"","Title","Number","Abbreviation","AvgWorkloadRating","AvgDifficultyRating","AvgUtilityRating"
"17883","Qualitative Methods In Political Science",60800,"POL",0,0,0
"17884","Seminar On Contemporary China",60900,"SOC",0,0,0
"17885","Microeconomics III",60900,"ECON",0,0,0
"17887","Seminar: Professionalism",60900,"ANTH",0,0,0
"17892","Information Design",60900,"AD",0,0,0
"17894","Legal Aspects Of American Education",60900,"EDST",0,0,0
"17898","Seminar in External Reporting II",60900,"MGMT",0,0,0
"17899","Food Lipids",60900,"FS",0,0,0
"17904","Seminar In Fiction Writing",60900,"ENGL",0,0,0
"17906","Seminar In Language Acquisition",60900,"SLHS",0,0,0
"17907","Food Lipids",60900,"NUTR",0,0,0
"17908","PR Theory",61000,"COM",0,0,0
"17912","Nuclear Reactor Theory II",61000,"NUCL",0,0,0
"17914","Advanced Theoretical Mechanics",61000,"PHYS",0,0,0
"17916","Seminar In Recent Continental Philosophy",61000,"PHIL",0,0,0
"17917","Clinical Training In Veterinary Clinical Sciences",61000,"VCS",0,0,0
"17918","Seminar On Teaching Sociology",61000,"SOC",0,0,0
"17919","History: Theory And Methods",61000,"HIST",0,0,0
"17920","Visual Intelligence And Perception",61000,"CGT",0,0,0
"17922","Advanced Chemical Engineering Thermodynamics",61000,"CHE",0,0,0
"17926","Financial Management",61000,"MGMT",0,0,0
"17927","Advanced Poster Design",61000,"AD",0,0,0
"17928","Advanced Game Theory",61000,"ECON",0,0,0
"17929","School Counsel Practcm",61000,"EDPS",0,0,0
"17930","Ultrastructural Pathology",61000,"CPB",0,0,0
"17931","Energy Conversion",61000,"ECE",0,0,0
"17934","Supervision Of Instruction And Instructional Personnel",61000,"EDST",0,0,0
"17937","Boundary Layer Theory",61000,"ME",0,0,0
"17939","Regulation Of Eukaryotic Gene Expression",61000,"BCHM",0,0,0
"17941","Multivariate Analysis In Organizational Research",61000,"PSY",0,0,0
"17942","Proseminar In American Political Systems, Processes, And Behavior",61000,"POL",0,0,0
"17943","Macroeconomic Theory II",61100,"ECON",0,0,0
"17944","School Counseling Seminar",61100,"EDPS",0,0,0
"17945","Advanced Diagnostic Imaging",61100,"VCS",0,0,0
"17946","Spc Tpcs Archlogy-Pilgrimage",61100,"ANTH",0,0,0
"17947","Chromatin Biology And Chromosome Dynamics",61100,"BCHM",0,0,0
"17948","Race Ethnicity Representation",61100,"POL",0,0,0
"17949","History: Research Practicum",61100,"HIST",0,0,0
"17950","Old English Language",61100,"ENGL",0,0,0
"17951","Crystallography Of Macromolecules",61100,"BIOL",0,0,0
"17953","Social Inequality: Class, Race, And Gender",61100,"SOC",0,0,0
"17954","Toxicology Of Insecticides",61100,"ENTM",0,0,0
"17955","Primary Care Of The Young Family",61100,"NUR",0,0,0
"17956","Molecular Thermodynamics",61100,"CHE",0,0,0
"17957","Advanced Web Design For Visual Communications Design",61100,"AD",0,0,0
"17958","Principles Of Turbulence",61100,"ME",0,0,0
"17959","Advanced Corporate Finance",61100,"MGMT",0,0,0
"17961","Methods Of Applied Mathematics I",61100,"MA",0,0,0
"17962","Quantitative Genetics",61100,"AGRY",0,0,0
"17963","Applied Reactor Analysis",61200,"NUCL",0,0,0
"17964","Ed Policy & Eng Lang Learners",61200,"EDCI",0,0,0
"17965","Old English Literature",61200,"ENGL",0,0,0
"17966","Advanced VLSI Devices",61200,"ECE",0,0,0
"17969","Agricultural Production Economics I",61200,"AGEC",0,0,0
"17971","Transformationl Ldrshp",61200,"EDST",0,0,0
"17973","Macroeconomic Theory III",61200,"ECON",0,0,0
"17974","Continuum Mechanics",61200,"ME",0,0,0
"17975","HTM Management Challenge Analysis",61200,"HTM",0,0,0
"17976","Com Inf & Adv Across Contexts",61200,"COM",0,0,0
"17980","Responsible Conduct Of Research",61200,"GRAD",0,0,0
"17981","Color Aesthetic And Research",61200,"AD",0,0,0
"17982","Obesity: Behavior, Physiology And Policy",61200,"NUTR",0,0,0
"17984","Advanced Morphologic Techniques",61200,"CPB",0,0,0
"17985","Reading The Midwest",61300,"EDCI",0,0,0
"17986","Introduction To Economics Of Risk",61300,"AGEC",0,0,0
"17987","Statistical Approaches For Developmental And Family Researchers",61300,"HDFS",0,0,0
"17988","Viscous Flow Theory",61300,"AAE",0,0,0
"17991","Learning Environments",61300,"EDST",0,0,0
"17992","Middle English Language",61300,"ENGL",0,0,0
"17993","Topics In Microeconomics",61300,"ECON",0,0,0
"17994","Advanced Engineering Acoustics",61300,"ME",0,0,0
"17996","Classical Text I",61300,"THTR",0,0,0
"17997","Advanced Plant Pathology",61300,"BTNY",0,0,0
"17998","Drawing",61300,"AD",0,0,0
"17999","Computational Fluid Dynamics",61400,"ME",0,0,0
"18000","Infectious Diseases",61400,"CPB",0,0,0
"18001","Graduate Installation And Critique",61400,"AD",0,0,0
"18002","Middle English Literature",61400,"ENGL",0,0,0
"18003","Advanced Counseling Practicum",61400,"EDPS",0,0,0
"18004","Economics Of Information",61400,"ECON",0,0,0
"18005","Numerical Solution Of Ordinary Differential Equations",61400,"CS",0,0,0
"18006","Classical Text II",61400,"THTR",0,0,0
"18007","Investments",61400,"MGMT",0,0,0
"18009","Statistical And Econometric Methods I",61400,"CE",0,0,0
"18012","Literacy And Development Of Young Children",61400,"EDCI",0,0,0
"18013","Educational Policy And Decision Making",61500,"EDST",0,0,0
"18014","Principles Of NMR Spectroscopy",61500,"CHM",0,0,0
"18015","Numerical Methods For Partial Differential Equations I",61500,"CS",0,0,0
"18016","Social Issues In Industrial Design",61500,"AD",0,0,0
"18017","Primary Care Of The Young Family Preceptorship",61500,"NUR",0,0,0
"18018","Nonlinear Optics",61500,"ECE",0,0,0
"18019","Numerical Methods For Partial Differential Equations I",61500,"MA",0,0,0
"18020","Statistical And Econometric Methods II",61500,"CE",0,0,0
"18021","Introduction To Psychobiology",61500,"PSY",0,0,0
"18022","Advanced Insect Behavior",61500,"ENTM",0,0,0
"18024","International Financial Management",61500,"MGMT",0,0,0
"18025","Proseminar In Electoral Behavior And Political Socialization",61500,"POL",0,0,0
"18026","Qualitative Research Methods In Education",61500,"EDCI",0,0,0
"18027","A Reading Of Beowulf",61500,"ENGL",0,0,0
"18028","Mathematical Analysis For Economists",61500,"ECON",0,0,0
"18029","Pathways",61501,"BCHM",0,0,0
"18030","Special Topics In Ingestive Behavior",61600,"NUTR",0,0,0
"18031","Ultrafast Optics",61600,"ECE",0,0,0
"18032","Advanced Qualitative Research Methods In Education",61600,"EDCI",0,0,0
"18033","Special Topics In Ingestive Behavior",61600,"FN",0,0,0
"18034","Analytical Techniques In Educational Management",61600,"EDST",0,0,0
"18035","Research Seminar In Political Behavior",61600,"POL",0,0,0
"18036","Resource Economics And Policy",61600,"AGEC",0,0,0
"18037","Electronic And Time-Based Art",61600,"AD",0,0,0
"18038","Seminar In Capital Markets I",61601,"MGMT",0,0,0
"18039","Seminar In Capital Markets II",61602,"MGMT",0,0,0
"18040","Ingestive Behavior Seminar",61700,"NUTR",0,0,0
"18041","Advanced Research Methods In Child And Family Study",61700,"HDFS",0,0,0
"18042","Antennas: Design And Applications",61700,"ECE",0,0,0
"18043","Professional Issues, Ethics, And History Of Counseling Psychology",61700,"EDPS",0,0,0
"18044","Statistical Mechanics",61700,"PHYS",0,0,0
"18045","Molecular Targets: Neuro Function And Dysfunction",61700,"MCMP",0,0,0
"18046","Contemporary English",61700,"ENGL",0,0,0
"18047","Seminar In Capital Markets III",61701,"MGMT",0,0,0
"18048","Seminar In Capital Markets IV",61702,"MGMT",0,0,0
"18049","Numerical Electromagnetics",61800,"ECE",0,0,0
"18050","Advanced Statistical Mechanics",61800,"PHYS",0,0,0
"18051","Ethical Issues In Biomedical Research",61800,"CPB",0,0,0
"18052","Topics In Macroeconomics",61800,"ECON",0,0,0
"18053","Gender And Culture In Science Education",61800,"EDCI",0,0,0
"18054","Applied General Equilibrium Analysis",61800,"AGEC",0,0,0
"18056","Molecular Targets: Cancer",61800,"MCMP",0,0,0
"18057","Quantitative Research In Second Language Studies",61800,"ENGL",0,0,0
"18058","Seminar In Managerial Finance I",61801,"MGMT",0,0,0
"18059","Seminar In Managerial Finance II",61802,"MGMT",0,0,0
"18060","Adv Topics Aging & Comm",61900,"SLHS",0,0,0
"18065","Qualitative Research In Second Language Studies",61900,"ENGL",0,0,0
"18074","Adolescent Development In Context",61900,"HDFS",0,0,0
"18076","Applied Microeconomic Theory",61900,"AGEC",0,0,0
"18079","Learning Science",61900,"EDCI",0,0,0
"18082","Counseling Psychology Research Practicum",61900,"EDPS",0,0,0
"18085","Design, Conduct, And Analysis Of Clinical Trials",61900,"CPB",0,0,0
"18087","Seminar In Managerial Finance III",61901,"MGMT",0,0,0
"18088","Seminar In Managerial Finance IV",61902,"MGMT",0,0,0
"18089","Marketing Management",62000,"MGMT",0,0,0
"18090","Seminar In Clinical Medicine And Surgery",62000,"VCS",0,0,0
"18091","Computational Analysis Of Markets And Policy",62000,"AGEC",0,0,0
"18092","Political Ecology",62000,"ANTH",0,0,0
"18093","Industrial Organization",62000,"ECON",0,0,0
"18094","Protein Mass Spectrometry And Proteomics",62000,"BCHM",0,0,0
"18095","Proteins And Amino Acids In Nutrition",62000,"ANSC",0,0,0
"18097","STEM And Social Justice",62000,"EDCI",0,0,0
"18098","Scientific Writing In Food Science",62000,"FS",0,0,0
"18099","Advanced Immunology",62000,"CPB",0,0,0
"18101","Graphics Processing Unit Computing",62000,"CGT",0,0,0
"18102","Introduction To Biomedical Imaging Systems",62000,"ECE",0,0,0
"18103","Archival Theory And Practice",62000,"AMST",0,0,0
"18104","Spectrochemical Instrumentation",62000,"CHM",0,0,0
"18105","Mathematical Theory Of Optimal Control",62000,"MA",0,0,0
"18107","Adolescent Development In Context",62000,"YDAE",0,0,0
"18108","Design, Cognition And Learning",62000,"ENE",0,0,0
"18110","Classroom Communication In ESL For Teaching Assistants",62000,"ENGL",0,0,0
"18111","Advanced Topics In Eukaryotic Cell Biology",62000,"BIOL",0,0,0
"18112","Proseminar In Public Policy And Processes",62000,"POL",0,0,0
"18113","Advanced Transport Phenomena I",62000,"CHE",0,0,0
"18114","Adv Analy Res Industry",62100,"TECH",0,0,0
"18115","Public Health Seminar",62100,"HK",0,0,0
"18119","Applied Industrial Organization",62100,"ECON",0,0,0
"18121","Advanced Transport Phenomena II",62100,"CHE",0,0,0
"18124","Advanced Multicultural Counseling Practicum",62100,"EDPS",0,0,0
"18126","Advanced Analytical Chemistry",62100,"CHM",0,0,0
"18127","Written Communication For International Graduate Students",62100,"ENGL",0,0,0
"18137","Topics In Advanced Medicine",62100,"VCS",0,0,0
"18142","Food System Organization And Policy",62200,"AGEC",0,0,0
"18143","Research Seminar In Public Policy And Public Administration",62200,"POL",0,0,0
"18144","CrossCultrl Ed, Sci Ed, LL Rch",62200,"EDCI",0,0,0
"18146","Systems Concepts In Counseling And Development",62200,"EDPS",0,0,0
"18147","Chemical Aspects Of Mass Spectrometry",62200,"CHM",0,0,0
"18148","Issues In Composition Studies: Classical Period To The Renaissance",62200,"ENGL",0,0,0
"18149","Business Marketing",62300,"MGMT",0,0,0
"18150","Separation Processes",62300,"CHE",0,0,0
"18151","Information Assurance Ethics",62300,"CNIT",0,0,0
"18154","Personality Assessment",62300,"EDPS",0,0,0
"18156","Seminar In Genre Studies",62300,"EDCI",0,0,0
"18160","Research Seminar In Environmental Policy",62300,"POL",0,0,0
"18161","International & Comparative Ed",62400,"EDCI",0,0,0
"18162","Particle Spectroscopy",62400,"CHM",0,0,0
"18163","Human Learning And Memory",62400,"PSY",0,0,0
"18164","Advanced Laboratory Animal Medicine",62400,"CPB",0,0,0
"18165","Advanced Off-Site Counseling Practicum And Supervision Theory",62400,"EDPS",0,0,0
"18167","Seminar In Ethics",62400,"PHIL",0,0,0
"18168","Evidence-Based Practice",62400,"NUR",0,0,0
"18169","Multimedia Systems",62400,"ECE",0,0,0
"18170","Laminar-Turbulent Transition",62400,"AAE",0,0,0
"18171","Issues In Composition Studies: Modern Period",62400,"ENGL",0,0,0
"18172","Seminar On Empirical Research In Writing",62500,"ENGL",0,0,0
"18173","Clinical Biostatistics",62500,"CPB",0,0,0
"18174","Grant Writing",62500,"MCMP",0,0,0
"18175","Research Methods In Marketing Management",62500,"MGMT",0,0,0
"18176","Macroeconomic Issues In Agriculture",62500,"AGEC",0,0,0
"18177","Analysis Of Electromechanical Systems II",62500,"ECE",0,0,0
"18178","Advanced Combustion",62500,"ME",0,0,0
"18180","Complex Cognitive Processes",62500,"PSY",0,0,0
"18181","History, Ethics, And Innovations In Health-Care Delivery Systems",62500,"NUR",0,0,0
"18182","Applied Ornamental Design",62500,"AD",0,0,0
"18183","Human Growth And Development",62500,"EDPS",0,0,0
"18184","Research On Parenting Interventions",62600,"HDFS",0,0,0
"18185","Turbulence And Turbulence Modeling",62600,"AAE",0,0,0
"18186","Applied Biostatistics For Outcome Evaluation",62600,"NUR",0,0,0
"18187","Life Of A Faculty Entrepreneur: Discovery, Delivery, Translation",62600,"TLI",0,0,0
"18188","Postmodernism And Issues In Composition Studies",62600,"ENGL",0,0,0
"18189","Advanced Information Assurance",62600,"CS",0,0,0
"18190","Design And Analysis Of Epidemiologic Studies",62600,"CPB",0,0,0
"18191","Life Of A Faculty Entrepreneur; Discovery, Delivery, Translation",62600,"ABE",0,0,0
"18192","Nutritional Biochemistry And Physiology II",62600,"ANSC",0,0,0
"18193","Seminar In Marketing Models",62600,"MGMT",0,0,0
"18194","Engineering Nanomedical Systems",62600,"BME",0,0,0
"18195","Multilevel Modeling In Developmental And Family Research",62700,"HDFS",0,0,0
"18196","Semantics Of Humor",62700,"ENGL",0,0,0
"18198","Advanced Topics In Visual Perception",62700,"PSY",0,0,0
"18200","Emerging Tech For Tch & Lrng",62700,"EDCI",0,0,0
"18203","Nutritional Biochemistry And Physiology III",62700,"ANSC",0,0,0
"18210","Colloidal Phenomena In Bioprocessing",62700,"ABE",0,0,0
"18211","Structural Equation Modeling",62800,"HDFS",0,0,0
"18212","Curriculum And Instruction Doctoral Seminar I",62800,"EDCI",0,0,0
"18213","Natural Language Processing",62800,"ENGL",0,0,0
"18214","Second Language Acquisition",62900,"ENGL",0,0,0
"18215","Family And Couple Interventions In Health Problems",62900,"HDFS",0,0,0
"18221","Chromatographic Methods Of Analysis",62900,"CHM",0,0,0
"18222","Seminar In Syntax",62900,"LING",0,0,0
"18226","Introduction To Neural Networks",62900,"ECE",0,0,0
"18229","Seminar In Political Sociology",63000,"SOC",0,0,0
"18230","Comparative Literature: Function And Methods",63000,"FLL",0,0,0
"18231","Advanced Theory Of Electricity And Magnetism",63000,"PHYS",0,0,0
"18232","Urban And Regional Economics",63000,"AGEC",0,0,0
"18233","Bibliography And Literary Criticism",63000,"SPAN",0,0,0
"18234","Carbohydrates",63000,"NUTR",0,0,0
"18235","Seminar In Second Language Writing",63000,"ENGL",0,0,0
"18236","Intervention Research In Early Childhood Education",63000,"CDFS",0,0,0
"18237","Cognitive Devices In Science, Technology, Engineering And Mathematics Learning Environments",63000,"ENE",0,0,0
"18238","M A Research Seminar",63000,"AMST",0,0,0
"18239","Applied Mathematics For Chemical Engineers",63000,"CHE",0,0,0
"18240","Advanced Monetary Theory",63000,"ECON",0,0,0
"18241","Comparative Literature: Function And Methods",63000,"CMPL",0,0,0
"18242","Analytical Biochemistry",63000,"BCHM",0,0,0
"18243","Intervention Research In Early Childhood Education",63000,"HDFS",0,0,0
"18244","Multiple Objective Optimization",63000,"IE",0,0,0
"18245","Advanced Veterinary Avian Pathology",63000,"CPB",0,0,0
"18246","Current Topics In Veterinary Clinical Sciences",63000,"VCS",0,0,0
"18247","Carbohydrates",63000,"FS",0,0,0
"18248","Proseminar In International Relations",63000,"POL",0,0,0
"18249","Atmospheric Remote Sensing",63000,"EAPS",0,0,0
"18250","Research Procedures In Education",63000,"EDPS",0,0,0
"18251","Legal And Social Foundations Of Management",63000,"MGMT",0,0,0
"18252","Comparative Literature: Function And Methods",63000,"LC",0,0,0
"18253","Introduction To Biomedical Imaging Systems",63000,"BME",0,0,0
"18254","Bibliography And Literary Criticism",63000,"GER",0,0,0
"18255","Stereotyping And Prejudice",63000,"PSY",0,0,0
"18256","Bibliography And Literary Criticism",63000,"FR",0,0,0
"18257","Applied Multiple Regression Analysis For The Behavioral Sciences",63100,"PSY",0,0,0
"18258","Magnetic Resonance Spectroscopy:",63100,"CHM",0,0,0
"18259","Human Resource Systems",63100,"OBHR",0,0,0
"18260","Several Complex Variables",63100,"MA",0,0,0
"18261","Theories Of War",63100,"POL",0,0,0
"18262","Flow Cytometry: Theory",63100,"BMS",0,0,0
"18263","Semnr Giftd Creat & Talnt Res",63100,"EDPS",0,0,0
"18264","The Theory And Practice Of Spatial Econometrics",63100,"AGEC",0,0,0
"18265","World Englishes",63100,"ENGL",0,0,0
"18266","Industrial Organization",63100,"ECON",0,0,0
"18267","Advanced Concrete And Aggregates",63100,"CE",0,0,0
"18268","Consumer Behavior Theories",63100,"CSR",0,0,0
"18269","Strategic Marketing in Hospitality And Tourism",63100,"HTM",0,0,0
"18274","Advanced Theory Of Electricity And Magnetism",63100,"PHYS",0,0,0
"18276","Cloud Physics",63100,"EAS",0,0,0
"18278","Avian Immunology",63100,"CPB",0,0,0
"18279","Psychometric Theory And App",63200,"EDPS",0,0,0
"18280","Labor Economics",63200,"ECON",0,0,0
"18281","Advanced Orbital Dynamics",63200,"AAE",0,0,0
"18282","Contemp Trends Mass Com Rsrch",63200,"COM",0,0,0
"18284","Linear Operator Methods In Chemical Engineering",63200,"CHE",0,0,0
"18286","Membranes: Structure And Function",63200,"CHM",0,0,0
"18288","Scheduling Models",63200,"IE",0,0,0
"18290","Avian Medicine",63200,"CPB",0,0,0
"18293","Laboratory In X-Ray Fiber Diffraction",63200,"FS",0,0,0
"18295","Health Policy: Local To Global",63200,"NUR",0,0,0
"18297","John Donne",63300,"ENGL",0,0,0
"18299","Preventive Avian Medicine Practice",63300,"CPB",0,0,0
"18300","Spcl Lectures Neuroscience",63300,"PSY",0,0,0
"18302","Intensive Academic Writing",63300,"EDPS",0,0,0
"18303","Dynamic Programming",63300,"IE",0,0,0
"18312","Advanced Topics In Space, Health, And Population Economics",63300,"AGEC",0,0,0
"18314","Modeling And Simulation Of Power System Components",63300,"ECE",0,0,0
"18319","Probabilistic Methods In Chemical Engineering",63300,"CHE",0,0,0
"18329","Interpretive Acting Techniques",63300,"THTR",0,0,0
"18331","Business Law For Accountants",63400,"MGMT",0,0,0
"18332","Biochemistry: Structural Aspects",63400,"CHM",0,0,0
"18333","International Trade",63400,"ECON",0,0,0
"18334","Nutrition And Cancer Prevention",63400,"NUTR",0,0,0
"18335","Digital Video Systems",63400,"ECE",0,0,0
"18336","Communications For Accountants",63410,"MGMT",0,0,0
"18337","Micrometeorology",63500,"AGRY",0,0,0
"18338","Accounting Information Systems",63500,"MGMT",0,0,0
"18339","Advanced Materials And Processes",63500,"AD",0,0,0
"18340","Biochemistry: Dynamic Aspects",63500,"CHM",0,0,0
"18341","Theoretical Foundations Of Optimization",63500,"IE",0,0,0
"18342","Content And Goals In Mathematics Education",63500,"EDCI",0,0,0
"18343","Capturing And Rendering Real-World Scenes",63500,"CS",0,0,0
"18344","Restoration 18th Century Lit",63500,"ENGL",0,0,0
"18345","Internetworking",63600,"CS",0,0,0
"18346","The Learning Of Mathematics: Insights And Issues",63600,"EDCI",0,0,0
"18347","Topics And Research In International Trade",63600,"ECON",0,0,0
"18348","Mesoscale Meteorology",63600,"EAPS",0,0,0
"18349","The Teaching Of Mathematics: Insights And Issues",63700,"EDCI",0,0,0
"18350","Digital Image Processing I",63700,"ECE",0,0,0
"18351","Research Focus: The Social Internet",63700,"TECH",0,0,0
"18352","Human Information Processing",63700,"PSY",0,0,0
"18353","Curriculum And Instruction Doctoral Seminar II",63800,"EDCI",0,0,0
"18354","Factor Analytic Procedures",63800,"EDPS",0,0,0
"18355","Atmospheric Radiation",63800,"EAS",0,0,0
"18356","Principles Of Digital Color Imaging Systems",63800,"ECE",0,0,0
"18357","Biophysical Chemistry",63800,"CHM",0,0,0
"18358","Stochastic Processes I",63800,"STAT",0,0,0
"18359","Stochastic Processes I",63800,"MA",0,0,0
"18360","Lang Change And Tech Of Comm",63900,"LC",0,0,0
"18365","Advanced Auditing And Professional Practice",63900,"MGMT",0,0,0
"18366","Gender&Nation West Africa Fict",63900,"FLL",0,0,0
"18367","Stand Dynamics",63900,"FNR",0,0,0
"18368","Error Control Coding",63900,"ECE",0,0,0
"18369","Stochastic Process II",63900,"MA",0,0,0
"18370","Stochastic Processes II",63900,"STAT",0,0,0
"18371","Energy Res/Dev For Int Design",64000,"AD",0,0,0
"18372","Aseptic Processing Technologies",64000,"FS",0,0,0
"18375","Proseminar In Comparative Political Systems",64000,"POL",0,0,0
"18377","Medieval French Literature",64000,"FR",0,0,0
"18381","Transmission Electron Microscopy And Crystal Imperfections",64000,"MSE",0,0,0
"18382","Structural Acoustics",64000,"ME",0,0,0
"18383","Foundations And Frameworks: Applying Anthropology",64000,"ANTH",0,0,0
"18384","Metabolic Plant Physiology",64000,"BCHM",0,0,0
"18385","Human Feeding",64000,"NUTR",0,0,0
"18391","Fast Reactor Theory",64000,"NUCL",0,0,0
"18392","Human Factors In Healthcare Engineering",64000,"NUR",0,0,0
"18393","Metabolic Plant Physiology",64000,"HORT",0,0,0
"18394","Introduction To Veterinary Homeland Security",64000,"VCS",0,0,0
"18396","Directing Internship",64000,"THTR",0,0,0
"18397","Agricultural Policy",64000,"AGEC",0,0,0
"18398","Survey Of Social Psychology I",64000,"PSY",0,0,0
"18399","Industrial Relations I",64000,"OBHR",0,0,0
"18403","Advanced Inorganic Chemistry",64100,"CHM",0,0,0
"18404","ResSemr: Parties & Represntn",64100,"POL",0,0,0
"18405","Advanced Analytics For Research And Industry",64100,"TECH",0,0,0
"18407","Industrial Relations II",64100,"OBHR",0,0,0
"18408","Digital Image Processing II",64100,"ECE",0,0,0
"18409","High Consequence Disease Review: Multiple Species",64100,"VCS",0,0,0
"18410","Gender In Global History",64100,"HIST",0,0,0
"18412","Options And Futures",64100,"MGMT",0,0,0
"18417","Advanced Personnel Systems In Restaurants, Hotels, And Institutions",64200,"HTM",0,0,0
"18418","High Consequence Disease Review: Bovine",64200,"VCS",0,0,0
"18419","Public Engagement: Using Anthropological Knowledge",64200,"ANTH",0,0,0
"18420","Compensation And Reward Systems I",64200,"OBHR",0,0,0
"18421","Methods Of Linear And Nonlinear Partial Differential Equations I",64200,"MA",0,0,0
"18422","Trans:Ital Romant Epcs Shakspr",64200,"ENGL",0,0,0
"18423","Social Influence",64200,"PSY",0,0,0
"18424","Information Theory And Source Coding",64200,"ECE",0,0,0
"18425","Portfolio Management",64200,"MGMT",0,0,0
"18427","Gender & Global Exchanges",64200,"HIST",0,0,0
"18428","Advanced Inorganic Chemistry",64200,"CHM",0,0,0
"18431","Systems Approaches In Healthcare",64200,"NUR",0,0,0
"18432","Graduate Professional Practice",64200,"AAE",0,0,0
"18433","Theory Of Economic Development",64300,"AGEC",0,0,0
"18434","High Consequence Disease Review: Equine",64300,"VCS",0,0,0
"18435","Attitudes And Attitude Change",64300,"PSY",0,0,0
"18436","Financial Risk Management",64300,"MGMT",0,0,0
"18437","Methods Of Partial Differential Equations II",64300,"MA",0,0,0
"18438","Solid State Chemistry",64400,"CHM",0,0,0
"18439","International Agricultural Trade",64400,"AGEC",0,0,0
"18440","Calculus Of Variations",64400,"MA",0,0,0
"18441","Venture Capital And Investment Banking",64400,"MGMT",0,0,0
"18442","Staffing Tools",64400,"OBHR",0,0,0
"18443","Close Relationships",64400,"PSY",0,0,0
"18444","High Consequence Disease Review: Swine",64400,"VCS",0,0,0
"18445","YDAE Graduate Seminar",64400,"YDAE",0,0,0
"18446","Estimation Theory",64500,"ECE",0,0,0
"18447","Mergers, Acquisitions, And Corporate Control",64500,"MGMT",0,0,0
"18448","Social Cognition",64500,"PSY",0,0,0
"18449","Organization And Administration Of Career And Technical Education",64500,"EDCI",0,0,0
"18450","High Consequence Disease Review: Minor Species",64500,"VCS",0,0,0
"18451","Staffing Systems",64500,"OBHR",0,0,0
"18452","Electron Theory Of Solids I",64500,"PHYS",0,0,0
"18453","Kinetics And Mechanisms Of Inorganic Reactions",64600,"CHM",0,0,0
"18454","Cross Cultural Social Psych",64600,"PSY",0,0,0
"18456","Elastic Wave Propagation",64600,"AAE",0,0,0
"18458","Electron Theory Of Solids II",64600,"PHYS",0,0,0
"18461","High Consequence Disease Review: Avian",64600,"VCS",0,0,0
"18467","Analysis Of Research In Industry And Technology",64600,"TECH",0,0,0
"18469","Advanced Decision Theory",64600,"IE",0,0,0
"18470","High Consequence Disease Review: Zoonotic",64700,"VCS",0,0,0
"18471","Group Processes And Performance",64700,"PSY",0,0,0
"18472","Transition Metal And Organometallic Chemistry",64700,"CHM",0,0,0
"18473","Seminar In The Romantic Movement",64700,"ENGL",0,0,0
"18475","Performance Modeling Of Computer Communication Networks",64700,"ECE",0,0,0
"18476","Quantitative Methods For Ecologists",64700,"FNR",0,0,0
"18477","Membrane Protein Structural Biology",64700,"BIOL",0,0,0
"18478","Teams, Technology And Human Capital",64700,"OBHR",0,0,0
"18479","Research In Career And Technical Education",64700,"EDCI",0,0,0
"18480","Victorians Abroad",64800,"ENGL",0,0,0
"18481","Speech-Language Pathology Education Externship",64800,"SLHS",0,0,0
"18482","Curriculum In Career And Technical Education",64800,"EDCI",0,0,0
"18483","Defining The Threat",64800,"VCS",0,0,0
"18485","Bioinorganic Chemistry",64800,"CHM",0,0,0
"18486","Molecular Microbial Ecology",64900,"AGRY",0,0,0
"18487","Understanding The Response",64900,"VCS",0,0,0
"18488","Late Victorian & Edwardian Lit",64900,"ENGL",0,0,0
"18489","Speech-Language Pathology Healthcare Externship",64900,"SLHS",0,0,0
"18491","Global Marketing Management",64900,"MGMT",0,0,0
"18492","Multidisciplinary Gerontology",64900,"HDFS",0,0,0
"18493","Assessment In Career And Technical Education",64900,"EDCI",0,0,0
"18494","Biopol, Resp, & The Postcol",65000,"CMPL",0,0,0
"18495","Commutative Algebra",65000,"MA",0,0,0
"18496","Chicago Renaissance",65000,"AMST",0,0,0
"18507","Food Chemistry",65000,"FS",0,0,0
"18509","Topics In Solid-State Devices And Materials",65000,"ECE",0,0,0
"18521","Postcolonial Lit",65000,"FLL",0,0,0
"18527","Strategic Management I",65000,"MGMT",0,0,0
"18536","International Human Resource Management",65000,"OBHR",0,0,0
"18540","Program Evaluation In Career And Technical Education",65000,"EDCI",0,0,0
"18546","Women And Modernity",65000,"LC",0,0,0
"18547","Biology Of Aging",65000,"VCS",0,0,0
"18549","Labor Economics",65000,"ECON",0,0,0
"18570","Critical Issues In Special Education",65000,"EDPS",0,0,0
"18571","Application Of Quantitative Analysis: Econometrics I",65000,"AGEC",0,0,0
"18573","Thermal Hydraulics For Nuclear Reactor Safety",65000,"NUCL",0,0,0
"18575","Clay Mineralogy",65000,"AGRY",0,0,0
"18581","Teaching The History Survey Course",65000,"HIST",0,0,0
"18584","Archival Theory & Practice",65100,"HIST",0,0,0
"18587","Feminist Theories & Methods",65100,"POL",0,0,0
"18590","Environmental Informatics",65100,"ABE",0,0,0
"18591","Biosecurity For Veterinary Responders",65100,"VCS",0,0,0
"18596","Food Analysis",65100,"FS",0,0,0
"18599","Development In Infancy And Childhood",65100,"PSY",0,0,0
"18601","Application Of Quantitative Analysis: Econometrics II",65100,"AGEC",0,0,0
"18602","Advanced Organic Chemistry",65100,"CHM",0,0,0
"18604","Folding Of Rocks",65200,"EAPS",0,0,0
"18605","Synthetic Organic Chemistry",65200,"CHM",0,0,0
"18606","Archival Theory & Prac",65200,"HIST",0,0,0
"18608","Nutritional Sciences",65200,"FS",0,0,0
